0.000014999999999999999	5.340109066415794e-25	6.625659395695606e-24	6.165514863336973e-23	4.589861477603252e-22
0.000016341969870924296	5.428465620004255e-25	7.633499283171957e-24	8.050660451563449e-23	6.792495163967408e-22
0.00001780399861747983	5.547614802850335e-25	8.872687611553363e-24	1.064303149865834e-22	1.0213285934596532e-21
0.000019396827265922217	5.70221668384816e-25	1.0412786043649304e-23	1.426104783486314e-22	1.5625211888208797e-21
0.000021132157784748253	5.898121875221203e-25	1.2349031914873369e-23	1.9391586736520475e-22	2.436036371123771e-21
0.00002302273905506495	6.142721812428627e-25	1.4813597389050535e-23	2.679300898351986e-22	3.876791364245318e-21
0.000025082460532268236	6.445422281744797e-25	1.79925910741116e-23	3.7670146276967245e-22	6.309441101320311e-21
0.00002732645428713169	6.81829047354358e-25	2.2152157804153847e-23	5.397813028986791e-22	1.0522274445132784e-20
0.00002977120617596641	7.2769492935063165e-25	2.7679254492162253e-23	7.8962464043025635e-22	1.802092098835005e-20
0.000032434676956581234	7.8418284855896065e-25	3.514655590246816e-23	1.1814340182987708e-21	3.1770654136738603e-20
0.00003533643423984087	8.539937616927389e-25	4.541784802605096e-23	1.811588982127397e-21	5.78073120202958e-20
0.00003849779624622515	9.407413257705992e-25	5.98228410208978e-23	2.8531533135956083e-21	1.0886121343568956e-19
0.00004194198842351959	1.0493232170607904e-24	8.045378478637569e-23	4.626418758213851e-21	2.1283026605333846e-19
0.000045694314076254194	1.18647090153796e-24	1.1068112291820828e-22	7.74374931228155e-21	4.334300327312343e-19
0.00004978234026044653	1.361577215002423e-24	1.560735399079302e-22	1.3417683693033673e-20	9.228174656255314e-19
0.0000542361003093546	1.5879643586425021e-24	2.2608590432496244e-22	2.414167981301505e-20	2.0622982434373293e-18
0.00005908831447812671	1.8848637385144165e-24	3.3724993896185384e-22	4.5256927200776634e-20	4.858567425598414e-18
0.00006437463032834977	2.280570369181203e-24	5.194021229766239e-22	8.872075457470417e-20	1.2123742963844816e-17
0.00007013388461851878	2.8175785720025385e-24	8.282666819010374e-22	1.8261044336904892e-19	3.220853839094784e-17
0.00007640838862444765	3.5611395554192356e-24	1.3718401797263145e-21	3.9635040611809985e-19	9.161046410600016e-17
0.00008324423898577323	4.613880016082528e-24	2.367973856438532e-21	9.11483420445117e-19	2.8067945885040144e-16
0.0000906916563622352	6.1414507551374004e-24	4.2755830465789776e-21	2.23244610073218e-18	9.32516672159979e-16
0.00009880535438772449	8.418839127183758e-24	8.107882383099857e-21	5.856308311491464e-18	3.3840004498073725e-15
0.00010764494163267944	1.1916619102352063e-23	1.6218781137547935e-20	1.6555588837426256e-17	1.3519512689859368e-14
0.0001172753595279101	1.746702043992665e-23	3.438769992104836e-20	5.0774854958535534e-17	5.997693133252705e-14
0.00012776735946712809	2.6595382876519105e-23	7.768252390027019e-20	1.7017731651582855e-16	2.982428232502653e-13
0.00013919802259329084	4.2207868133288825e-23	1.8803653738131667e-19	6.282787005262602e-16	1.6793932967803667e-12
0.0001516513260874532	7.007944928501032e-23	4.907312411331163e-19	2.577258598786802e-15	1.082834974139129e-11
0.0001652187601204584	1.222228614242991e-22	1.3901179317790554e-18	1.185801806062217e-14	8.09212450895228e-11
0.00017999999999999998	2.2490032608317176e-22	4.305777478245747e-18	6.182645446224937e-14	7.102105003215253e-10
